non inappropriate,0,0.98,0004680.jpg
non inappropriate,0,0.98,0001815.jpg
inappropriate,1,0.99,0004129.jpg
non inappropriate,0,0.76,0003680.jpg
non inappropriate,0,0.87,0002193.jpg
non inappropriate,0,0.96,0000745.jpg
non inappropriate,0,0.86,0000027.jpg
non inappropriate,0,0.93,0000066.jpg
inappropriate,1,0.50,0000860.jpg
inappropriate,1,0.67,0000390.jpg
non inappropriate,0,0.96,0001592.jpg
non inappropriate,0,0.58,0000642.jpg
non inappropriate,0,0.99,0004144.jpg
non inappropriate,0,0.66,0001910.jpg
inappropriate,1,0.50,0000342.jpg
non inappropriate,0,0.96,0000453.jpg
non inappropriate,0,0.55,0000457.jpg
non inappropriate,0,0.75,0000981.jpg
non inappropriate,0,0.96,0004530.jpg
inappropriate,1,0.68,0001788.jpg
non inappropriate,0,0.93,0004607.jpg
non inappropriate,0,0.88,0003371.jpg
non inappropriate,0,0.97,0003225.jpg
non inappropriate,0,1.00,0001884.jpg
non inappropriate,0,0.81,0003013.jpg
non inappropriate,0,0.97,0004021.jpg
non inappropriate,0,0.69,0002940.jpg
non inappropriate,0,0.98,0003480.jpg
non inappropriate,0,0.97,0004587.jpg
non inappropriate,0,0.98,0002764.jpg
non inappropriate,0,0.53,0002329.jpg
non inappropriate,0,0.88,0002126.jpg
inappropriate,1,0.92,0000097.jpg
inappropriate,1,0.52,0003646.jpg
non inappropriate,0,0.98,0003419.jpg
inappropriate,1,0.79,0004141.jpg
non inappropriate,0,0.73,0003375.jpg
inappropriate,1,0.51,0002951.jpg
non inappropriate,0,0.98,0003317.jpg
non inappropriate,0,0.87,0001957.jpg
inappropriate,1,0.85,0000320.jpg
non inappropriate,0,0.74,0004593.jpg
inappropriate,1,1.00,0002754.jpg
non inappropriate,0,0.96,0000333.jpg
non inappropriate,0,0.69,0000284.jpg
non inappropriate,0,0.97,0003894.jpg
non inappropriate,0,0.99,0001340.jpg
inappropriate,1,0.66,0002886.jpg
non inappropriate,0,0.70,0003148.jpg
non inappropriate,0,0.56,0004578.jpg
non inappropriate,0,0.90,0001436.jpg
non inappropriate,0,0.92,0001798.jpg
non inappropriate,0,0.59,0004178.jpg
inappropriate,1,0.72,0003518.jpg
inappropriate,1,0.72,0004341.jpg
non inappropriate,0,0.73,0002991.jpg
non inappropriate,0,0.92,0003912.jpg
non inappropriate,0,0.98,0002010.jpg
inappropriate,1,0.52,0002686.jpg
non inappropriate,0,0.99,0002756.jpg
non inappropriate,0,0.66,0003003.jpg
non inappropriate,0,1.00,0003429.jpg
non inappropriate,0,0.57,0002528.jpg
non inappropriate,0,0.94,0001679.jpg
inappropriate,1,0.63,0001825.jpg
non inappropriate,0,0.89,0000018.jpg
inappropriate,1,0.96,0001445.jpg
non inappropriate,0,0.62,0001394.jpg
non inappropriate,0,1.00,0002513.jpg
non inappropriate,0,0.98,0002640.jpg
non inappropriate,0,0.62,0003649.jpg
inappropriate,1,0.89,0001440.jpg
non inappropriate,0,0.89,0000410.jpg
non inappropriate,0,1.00,0002089.jpg
inappropriate,1,0.67,0002553.jpg
non inappropriate,0,0.92,0002173.jpg
non inappropriate,0,0.89,0004678.jpg
inappropriate,1,0.99,0000338.jpg
non inappropriate,0,0.99,0000478.jpg
non inappropriate,0,0.89,0002817.jpg
non inappropriate,0,0.98,0001978.jpg
non inappropriate,0,1.00,0002069.jpg
non inappropriate,0,0.96,0002744.jpg
non inappropriate,0,0.99,0002318.jpg
inappropriate,1,0.86,0000466.jpg
non inappropriate,0,0.98,0003226.jpg
non inappropriate,0,0.98,0003553.jpg
non inappropriate,0,0.72,0002474.jpg
inappropriate,1,0.76,0000177.jpg
non inappropriate,0,1.00,0001914.jpg
non inappropriate,0,0.71,0004380.jpg
inappropriate,1,0.97,0004671.jpg
inappropriate,1,0.75,0001135.jpg
non inappropriate,0,0.99,0001938.jpg
non inappropriate,0,0.96,0002079.jpg
inappropriate,1,0.60,0000493.jpg
inappropriate,1,0.62,0004139.jpg
non inappropriate,0,0.83,0001644.jpg
non inappropriate,0,0.84,0001113.jpg
inappropriate,1,0.74,0002607.jpg
non inappropriate,0,0.99,0000075.jpg
non inappropriate,0,1.00,0001730.jpg
non inappropriate,0,0.98,0000520.jpg
inappropriate,1,0.60,0002593.jpg
inappropriate,1,0.93,0004619.jpg
non inappropriate,0,0.98,0003926.jpg
non inappropriate,0,0.97,0000022.jpg
non inappropriate,0,0.64,0002202.jpg
non inappropriate,0,0.89,0001601.jpg
non inappropriate,0,0.97,0002039.jpg
non inappropriate,0,0.97,0001846.jpg
non inappropriate,0,0.98,0004634.jpg
non inappropriate,0,0.80,0002244.jpg
non inappropriate,0,0.86,0002675.jpg
inappropriate,1,0.98,0000848.jpg
non inappropriate,0,0.84,0003438.jpg
inappropriate,1,0.72,0000708.jpg
non inappropriate,0,0.73,0002741.jpg
non inappropriate,0,0.67,0003608.jpg
inappropriate,1,0.63,0004029.jpg
inappropriate,1,0.84,0000906.jpg
inappropriate,1,0.82,0000166.jpg
non inappropriate,0,0.66,0001612.jpg
non inappropriate,0,0.99,0002177.jpg
inappropriate,1,0.96,0004018.jpg
non inappropriate,0,0.99,0002496.jpg
